Location,SubscriptionID,RGNetCore,NetworkName,Subnet,VMResourceGroup,VMName,PIP,VMSize,ImageID,osdisksku,osdisksize,RGDiagnosticStorage,StDiagname,hasDataDisk,datadiskSKU,diskSize0,diskSize1,diskSize2,diskSize3,diskSize4,Deployment Status,Notes
uaenorth,98152792-9287-4fb2-a062-2bad4ee71a0a,rg-slab-vnet001,vnet001,snet-vm001,rg-slab-vm001,azvmwin01,10.0.1.5,Standard_B2S,/subscriptions/98152792-9287-4fb2-a062-2bad4ee71a0a/resourceGroups/rg-slab-images/providers/Microsoft.Compute/galleries/slabimagegallery/images/W2K19ImageDef/versions/0.0.1,Standard_LRS,128,rg-slab-vm001,storslabdiag01,TRUE,64,,,,,,,
